,active_sw,age,bats,birth_city,birth_country,birth_date,birth_state,college,death_city,death_country,death_date,death_state,end_date,file_code,gender,height_feet,height_inches,high_school,jersey_number,name_display_first_last,name_display_first_last_html,name_display_last_first,name_display_last_first_html,name_display_roster,name_display_roster_html,name_first,name_full,name_last,name_matrilineal,name_middle,name_nick,name_prefix,name_title,name_use,player_id,primary_position,primary_position_txt,primary_sport_code,primary_stat_type,pro_debut_date,start_date,status,status_code,status_date,team_abbrev,team_code,team_id,team_name,throws,twitter_id,weight
0,N,50,R,Zanesville,USA,1969-06-02T00:00:00,OH,St. Petersburg College,,,,,2001-11-05T00:00:00,atl,M,6,0,"Dixie M. Hollins, St. Petersberg, F",11,Kurt Abbott,Kurt Abbott,"Abbott, Kurt","Abbott, Kurt",Abbott,Abbott,Kurt,"Abbott, Kurt",Abbott,,Thomas,,,,Kurt,110011,6,SS,mlb,hitting,1993-09-07T00:00:00,2000-12-13T00:00:00,Free agent,FA,2001-11-05T00:00:00,ATL,atl,144,Atlanta Braves,R,,200
1,N,41,R,Santo Domingo,Dominican Republic,1977-12-18T00:00:00,,,,,,,2006-04-03T00:00:00,col,M,6,0,,30,Jose Acevedo,Jose Acevedo,"Acevedo, Jose","Acevedo, Jose",Acevedo,Acevedo,Jose,"Acevedo, Jose",Acevedo,,Omar,,,,Jose,406895,1,P,mlb,pitching,2001-06-19T00:00:00,2005-04-19T00:00:00,NRI,NRI,2005-04-19T00:00:00,COL,col,115,Colorado Rockies,R,,220
2,N,49,R,Ciudad Juarez,Mexico,1970-05-05T00:00:00,Chihuahua,Parkland College,,,,,2003-08-08T00:00:00,tor,M,6,2,"Dundee-Crown, Carpentersville, IL",57,Juan Acevedo,Juan Acevedo,"Acevedo, Juan","Acevedo, Juan",Acevedo,Acevedo,Juan,"Acevedo, Juan",Acevedo,,Carlos,,,,Juan,110032,1,P,mlb,pitching,1995-04-30T00:00:00,2003-06-23T00:00:00,Released,RL,2003-06-23T00:00:00,TOR,tor,141,Toronto Blue Jays,R,,245
3,Y,28,S,Santo Domingo,Dominican Republic,1991-07-26T00:00:00,,,,,,,2019-07-12T00:00:00,sf,M,6,0,,,Cristhian Adames,Cristhian Adames,"Adames, Cristhian","Adames, Cristhian",Adames,Adames,Cristhian,"Adames, Cristhian",Adames,,Pascual,El Chavo,,,Cristhian,542436,6,SS,mlb,hitting,2014-07-29T00:00:00,2019-07-12T00:00:00,Signed,MIN,2019-07-12T00:00:00,SF,sfn,137,San Francisco Giants,R,@Crisadams26,185
4,N,40,L,Phoenix,USA,1979-06-06T00:00:00,AZ,,,,,,2015-11-02T00:00:00,sf,M,6,4,"Northwest Christian, Colbert, WA",41,Jeremy Affeldt,Jeremy Affeldt,"Affeldt, Jeremy","Affeldt, Jeremy",Affeldt,Affeldt,Jeremy,"Affeldt, Jeremy",Affeldt,,David,,,,Jeremy,346793,1,P,mlb,pitching,2002-04-06T00:00:00,2015-07-22T00:00:00,Free agent,FA,2015-11-02T00:00:00,SF,sfn,137,San Francisco Giants,L,@JeremyAffeldt,225
5,N,47,R,Honolulu,USA,1971-12-28T00:00:00,HI,Hawaii Pacific,,,,,2002-12-31T00:00:00,bos,M,6,0,St. Louis (HI) HS,50,Benny Agbayani,Benny Agbayani,"Agbayani, Benny","Agbayani, Benny",Agbayani,Agbayani,Benny,"Agbayani, Benny",Agbayani,,Peter,Hawaiian Punch,,,Benny,133742,7,LF,mlb,hitting,1998-06-17T00:00:00,2002-09-06T00:00:00,Released,RL,2002-09-06T00:00:00,BOS,bos,111,Boston Red Sox,R,,225
6,N,51,L,Flint,USA,1968-06-12T00:00:00,MI,,,,,,2000-10-14T00:00:00,phi,M,6,3,"Montrose, MI",30,Scott Aldred,Scott Aldred,"Aldred, Scott","Aldred, Scott",Aldred,Aldred,Scott,"Aldred, Scott",Aldred,,Phillip,,,,Scott,110118,1,P,mlb,pitching,1990-09-09T00:00:00,1999-07-24T00:00:00,Released,RL,1999-07-24T00:00:00,PHI,phi,143,Philadelphia Phillies,L,,190
7,Y,40,R,Puerto La Cruz,Venezuela,1979-02-07T00:00:00,,,,,,,2013-02-21T00:00:00,la,M,5,11,"Antonio Luchetti, Arecibo, PR",30,Eliezer Alfonzo,Eliezer Alfonzo,"Alfonzo, Eliezer","Alfonzo, Eliezer","Alfonzo, G","Alfonzo, G",Eliezer,"Alfonzo, Eliezer",Alfonzo,,Jesus,,,,Eliezer,425769,2,C,mlb,hitting,2006-06-03T00:00:00,2012-12-14T00:00:00,NRI,NRI,2012-12-14T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,220
8,N,41,L,Covington,USA,1978-08-04T00:00:00,GA,,,,,,2007-04-01T00:00:00,la,M,6,2,Newton County (GA) HS,57,Luke Allen,Luke Allen,"Allen, Luke","Allen, Luke",Allen,Allen,Lucas,"Allen, Luke",Allen,,G.,,,,Luke,282598,7,LF,mlb,hitting,2002-09-10T00:00:00,2007-03-29T00:00:00,Signed,MIN,2007-03-29T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,220
9,Y,25,S,Miami,USA,1994-06-04T00:00:00,FL,,,,,,,col,M,6,5,"Christopher Columbus, Miami, FL",62,Yency Almonte,Yency Almonte,"Almonte, Yency","Almonte, Yency",Almonte,Almonte,Yency,"Almonte, Yency",Almonte,,,Showtime,,,Yency,622075,1,P,min,pitching,2018-06-21T00:00:00,2016-11-18T00:00:00,Active,A,2019-08-14T00:00:00,COL,col,115,Colorado Rockies,R,,217
10,N,53,R,Salinas,Puerto Rico,1966-06-18T00:00:00,,,,,,,2007-10-30T00:00:00,nym,M,6,3,"Luis Munoz Rivera, Utuado, PR",28,Sandy Alomar Jr.,Sandy Alomar Jr.,"Alomar, Sandy","Alomar, Sandy",Alomar,Alomar,Santos,"Alomar, Sandy",Alomar,Velazquez,,Santos,,Jr.,Sandy,110184,2,C,mlb,hitting,1988-09-30T00:00:00,2007-09-04T00:00:00,Free agent,FA,2007-09-04T00:00:00,NYM,nyn,121,New York Mets,R,,235
11,Y,32,L,Havana,Cuba,1987-04-08T00:00:00,,Miami,,,,,,col,M,6,1,"Coral Gables, FL",13,Yonder Alonso,Yonder Alonso,"Alonso, Yonder","Alonso, Yonder","Alonso, Y","Alonso, Y",Yonder,"Alonso, Yonder",Alonso,,,Mr. 305,,,Yonder,475174,3,1B,mlb,hitting,2010-09-01T00:00:00,2019-07-23T00:00:00,Active,A,2019-07-23T00:00:00,COL,col,115,Colorado Rockies,R,@YonderalonsoU,230
12,N,47,R,Mount Vernon,USA,1971-12-08T00:00:00,NY,Florida International,,,,,1996-12-31T00:00:00,col,M,6,2,"Mount Vernon, NY",,Garvin Alston,Garvin Alston,"Alston, Garvin","Alston, Garvin",Alston,Alston,Garvin,"Alston, Garvin",Alston,,James,G Baby,,,Garvin,110191,1,P,mlb,pitching,1996-06-06T00:00:00,1996-01-01T00:00:00,Active,A,1996-01-01T00:00:00,COL,col,115,Colorado Rockies,R,,185
13,Y,30,L,Barcelona,Venezuela,1989-04-06T00:00:00,,,,,,,2018-03-28T00:00:00,phi,M,5,6,,,Alexi Amarista,Alexi Amarista,"Amarista, Alexi","Amarista, Alexi",Amarista,Amarista,Alexi,"Amarista, Alexi",Amarista,,Jose,Ninja,,,Alexi,506560,6,SS,mlb,hitting,2011-04-26T00:00:00,2018-03-27T00:00:00,Signed,MIN,2018-03-27T00:00:00,PHI,phi,143,Philadelphia Phillies,R,,160
14,Y,41,S,Obregon,Mexico,1978-01-16T00:00:00,Sonora,"St. Petersburg JC, FL",,,,,2013-03-31T00:00:00,la,M,5,11,"Miami, FL",0,Alfredo Amezaga,Alfredo Amezaga,"Amezaga, Alfredo","Amezaga, Alfredo",Amezaga,Amezaga,Alfredo,"Amezaga, Alfredo",Amezaga,Becerra,,,,,Alfredo,407792,8,CF,mlb,hitting,2002-05-24T00:00:00,2013-01-05T00:00:00,NRI,NRI,2013-01-05T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,165
15,Y,31,L,Midland,USA,1988-02-01T00:00:00,TX,,,,,,,oak,M,6,4,"Stillwater, OK",30,Brett Anderson,Brett Anderson,"Anderson, Brett","Anderson, Brett","Anderson, B","Anderson, B",Brett,"Anderson, Brett",Anderson,,Franklin,Noon,,,Brett,474463,1,P,mlb,pitching,2009-04-10T00:00:00,2019-02-13T00:00:00,Active,A,2019-07-25T00:00:00,OAK,oak,133,Oakland Athletics,L,,230
16,N,43,R,Louisville,USA,1976-08-17T00:00:00,KY,Rice,,,,,2011-03-31T00:00:00,phi,M,6,4,"St. Xavier, Louisville, KY",89,Matt Anderson,Matt Anderson,"Anderson, Matt","Anderson, Matt","Anderson, M","Anderson, M",Matthew,"Anderson, Matt",Anderson,,Jason,,,,Matt,150183,1,P,mlb,pitching,1998-06-25T00:00:00,2011-01-14T00:00:00,Signed,MIN,2011-01-14T00:00:00,PHI,phi,143,Philadelphia Phillies,R,,200
17,Y,29,L,Las Vegas,USA,1989-12-30T00:00:00,NV,Oregon,,,,,,col,M,6,3,"Valley, Las Vegas, NV",44,Tyler Anderson,Tyler Anderson,"Anderson, Tyler","Anderson, Tyler","Anderson, T","Anderson, T",Tyler,"Anderson, Tyler",Anderson,,John,Mr. Duck,,,Tyler,542881,1,P,mlb,pitching,2016-06-12T00:00:00,2014-11-20T00:00:00,60-day IL,D60,2019-05-22T00:00:00,COL,col,115,Colorado Rockies,L,,215
18,N,51,L,San Diego,USA,1967-11-08T00:00:00,CA,,,,,,1997-12-31T00:00:00,la,M,6,2,"Sharpston, Houston, TX",,Eric Anthony,Eric Anthony,"Anthony, Eric","Anthony, Eric",Anthony,Anthony,Eric,"Anthony, Eric",Anthony,,Todd,,,,Eric,110285,9,RF,mlb,hitting,1989-07-28T00:00:00,1997-01-01T00:00:00,Active,A,1997-01-01T00:00:00,LAD,lan,119,Los Angeles Dodgers,L,,195
19,N,45,R,Ville Platte,USA,1974-07-08T00:00:00,LA,McNeese State,,,,,2009-04-01T00:00:00,la,M,6,0,"Sacred Heart, Ville Platte, LA",28,Danny Ardoin,Danny Ardoin,"Ardoin, Danny","Ardoin, Danny",Ardoin,Ardoin,Daniel,"Ardoin, Danny",Ardoin,,Wayne,,,,Danny,150416,2,C,mlb,hitting,2000-08-02T00:00:00,2008-05-20T00:00:00,Signed,MIN,2008-05-20T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,225
20,Y,28,R,Newport Beach,USA,1991-04-16T00:00:00,CA,,,,,,,col,M,6,2,"El Toro, Lake Forest, CA",28,Nolan Arenado,Nolan Arenado,"Arenado, Nolan","Arenado, Nolan",Arenado,Arenado,Nolan,"Arenado, Nolan",Arenado,,James,Nado,,,Nolan,571448,5,3B,mlb,hitting,2013-04-28T00:00:00,2013-04-28T00:00:00,Active,A,2018-04-19T00:00:00,COL,col,115,Colorado Rockies,R,,215
21,N,35,R,Santo Domingo,Dominican Republic,1983-10-14T00:00:00,,,,,,,2011-10-13T00:00:00,hou,M,5,11,,50,Alberto Arias,Alberto Arias,"Arias, Alberto","Arias, Alberto",Arias,Arias,Alberto,"Arias, Alberto",Arias,,A.,,,,Alberto,464244,1,P,mlb,pitching,2007-05-01T00:00:00,2009-04-01T00:00:00,Signed,MIN,2011-10-13T00:00:00,HOU,hou,117,Houston Astros,R,,180
22,N,51,R,Havana,Cuba,1968-07-18T00:00:00,,,,,,,2002-12-17T00:00:00,bos,M,6,4,,44,Rolando Arrojo,Rolando Arrojo,"Arrojo, Rolando","Arrojo, Rolando",Arrojo,Arrojo,Luis,"Arrojo, Rolando",Arrojo,,Rolando,,,,Rolando,134361,1,P,mlb,pitching,1998-04-01T00:00:00,2000-07-30T00:00:00,Free agent,FA,2000-07-30T00:00:00,BOS,bos,111,Boston Red Sox,R,,240
23,N,38,R,Villa Mella,Dominican Republic,1980-09-29T00:00:00,,,,,,,2007-09-18T00:00:00,hou,M,6,2,"Liceo Udon Perez, VZ",59,Miguel Asencio,Miguel Asencio,"Asencio, Miguel","Asencio, Miguel",Asencio,Asencio,Miguel,"Asencio, Miguel",Asencio,,DePaula,,,,Miguel,407900,1,P,mlb,pitching,2002-04-06T00:00:00,2007-03-19T00:00:00,Signed,MIN,2007-03-19T00:00:00,HOU,hou,117,Houston Astros,R,,240
24,N,52,R,Kansas City,USA,1967-07-11T00:00:00,MO,Crowder CC,,,,,2006-03-30T00:00:00,sd,M,6,1,"Park Hill, Kansas City, MO",43,Andy Ashby,Andy Ashby,"Ashby, Andy","Ashby, Andy",Ashby,Ashby,Andrew,"Ashby, Andy",Ashby,,Jason,,,,Andy,110351,1,P,mlb,pitching,1991-06-10T00:00:00,2006-01-12T00:00:00,NRI,NRI,2006-01-12T00:00:00,SD,sdn,135,San Diego Padres,R,,195
25,N,50,R,Hato Mayor,Dominican Republic,1968-11-28T00:00:00,,,,,,,2007-04-01T00:00:00,was,M,6,2,"Pilar Rondon, Hato Mayor, DOM",,Pedro Astacio,Pedro Astacio,"Astacio, Pedro","Astacio, Pedro",Astacio,Astacio,Pedro,"Astacio, Pedro",Astacio,Pura,Julio,,,,Pedro,110359,1,P,mlb,pitching,1992-07-03T00:00:00,2007-03-20T00:00:00,Signed,MIN,2007-03-20T00:00:00,WSH,was,120,Washington Nationals,R,,210
26,N,39,R,Orange,USA,1979-12-12T00:00:00,CA,UCLA,,,,,2011-03-21T00:00:00,pit,M,6,3,"University, Irvine, CA",10,Garrett Atkins,Garrett Atkins,"Atkins, Garrett","Atkins, Garrett","Atkins, G","Atkins, G",Garrett,"Atkins, Garrett",Atkins,,Bernard,,,,Garrett,425548,5,3B,mlb,hitting,2003-08-03T00:00:00,2010-12-23T00:00:00,Released,RL,2011-03-21T00:00:00,PIT,pit,134,Pittsburgh Pirates,R,,215
27,Y,36,R,Simcoe,Canada,1983-04-01T00:00:00,ON,Canisius,,,,,2019-03-25T00:00:00,tor,M,6,5,"Assumption College Catholic, Windsor, ON",,John Axford,John Axford,"Axford, John","Axford, John",Axford,Axford,John,"Axford, John",Axford,,Berton,Ax Man,,,John,446099,1,P,mlb,pitching,2009-09-15T00:00:00,2019-03-25T00:00:00,Signed,MIN,2019-03-25T00:00:00,TOR,tor,141,Toronto Blue Jays,R,@JohnAxford,234
28,N,48,R,Chattahoochee,USA,1970-10-03T00:00:00,FL,Florida State,,,,,1997-12-31T00:00:00,col,M,6,1,"Chattahoochee, FL",,Roger Bailey,Roger Bailey,"Bailey, Roger","Bailey, Roger",Bailey,Bailey,Charles,"Bailey, Roger",Bailey,,Roger,,,,Roger,110441,1,P,mlb,pitching,1995-04-27T00:00:00,1995-01-01T00:00:00,Active,A,1995-01-01T00:00:00,COL,col,115,Colorado Rockies,R,,180
29,N,38,R,Bad Kissingen,Germany,1981-06-21T00:00:00,,Clemson,,,,,2015-07-31T00:00:00,mia,M,6,2,"Garfield, Woodbridge, VA",10,Jeff Baker,Jeff Baker,"Baker, Jeff","Baker, Jeff","Baker, J","Baker, J",Jeffrey,"Baker, Jeff",Baker,,Glen,,,,Jeff,425557,4,2B,mlb,hitting,2005-04-04T00:00:00,2014-02-07T00:00:00,Released,RL,2015-07-31T00:00:00,MIA,mia,146,Miami Marlins,R,,220
30,N,39,R,Bakersfield,USA,1980-05-26T00:00:00,CA,Louisiana State,,,,,2008-03-30T00:00:00,col,M,6,3,"Stockdale, Bakersfield, CA",14,Sean Barker,Sean Barker,"Barker, Sean","Barker, Sean",Barker,Barker,Sean,"Barker, Sean",Barker,,Reed,,,,Sean,446436,7,LF,mlb,hitting,2007-06-06T00:00:00,2007-10-30T00:00:00,NRI,NRI,2007-10-30T00:00:00,COL,col,115,Colorado Rockies,R,,220
31,N,40,R,Vincennes,USA,1979-03-06T00:00:00,IN,Indiana State,,,,,2016-04-03T00:00:00,kc,M,6,1,"Lincoln, Vincennes, IN",12,Clint Barmes,Clint Barmes,"Barmes, Clint","Barmes, Clint",Barmes,Barmes,Clint,"Barmes, Clint",Barmes,,Harold,,,,Clint,425549,6,SS,mlb,hitting,2003-09-05T00:00:00,2016-04-01T00:00:00,Signed,MIN,2016-04-01T00:00:00,KC,kca,118,Kansas City Royals,R,,200
32,Y,33,R,Orange,USA,1986-05-15T00:00:00,CA,Cypress CC,,,,,2019-08-02T00:00:00,min,M,6,2,"Katella, Anaheim, CA",,Brandon Barnes,Brandon Barnes,"Barnes, Brandon","Barnes, Brandon","Barnes, B","Barnes, B",Brandon,"Barnes, Brandon",Barnes,,Michael,Superman,,,Brandon,488681,8,CF,mlb,hitting,2012-08-07T00:00:00,2019-08-02T00:00:00,Signed,MIN,2019-08-02T00:00:00,MIN,min,142,Minnesota Twins,R,@TheBarnyard15,210
33,N,49,S,Medford,USA,1969-09-22T00:00:00,OR,San Diego State,,,,,2002-03-08T00:00:00,mia,M,6,1,"South, Medford, OR",--,Jeff Barry,Jeff Barry,"Barry, Jeff","Barry, Jeff",Barry,Barry,Jeffrey,"Barry, Jeff",Barry,,Finas,,,,Jeff,110633,8,CF,mlb,hitting,1995-06-09T00:00:00,2001-12-24T00:00:00,Reassigned,RM,2001-12-24T00:00:00,MIA,mia,146,Miami Marlins,R,,190
34,N,47,R,Omaha,USA,1972-07-21T00:00:00,NE,Creighton,,,,,2001-10-15T00:00:00,col,M,6,0,"Central, Omaha, NE",16,Kimera Bartee,Kimera Bartee,"Bartee, Kimera","Bartee, Kimera",Bartee,Bartee,Kimera,"Bartee, Kimera",Bartee,,Anotchi,KB,,,Kimera,110638,8,CF,mlb,hitting,1996-04-03T00:00:00,2001-07-13T00:00:00,Released,RL,2001-07-13T00:00:00,COL,col,115,Colorado Rockies,R,,200
35,N,48,S,Downey,USA,1971-01-05T00:00:00,CA,Arizona,,,,,1998-11-20T00:00:00,col,M,5,11,"Esperanza, Anaheim, CA",,Jason Bates,Jason Bates,"Bates, Jason","Bates, Jason",Bates,Bates,Jason,"Bates, Jason",Bates,,Charles,,,,Jason,110676,4,2B,mlb,hitting,1995-04-26T00:00:00,1995-04-26T00:00:00,Released,RL,1995-04-26T00:00:00,COL,col,115,Colorado Rockies,R,,170
36,N,39,R,Santo Domingo,Dominican Republic,1980-08-23T00:00:00,,,,,,,2015-04-22T00:00:00,bos,M,6,5,"Liceo Las America, DOM",,Denny Bautista,Denny Bautista,"Bautista, Denny","Bautista, Denny",Bautista,Bautista,Denny,"Bautista, Denny",Bautista,Campusano,M.,,,,Denny,429714,1,P,mlb,pitching,2004-05-25T00:00:00,2015-04-22T00:00:00,Signed,MIN,2015-04-22T00:00:00,BOS,bos,111,Boston Red Sox,R,,190
37,N,47,R,Austin,USA,1972-07-16T00:00:00,TX,,,,,,1997-12-31T00:00:00,col,M,6,5,"McCallum, Austin, TX",,Robbie Beckett,Robbie Beckett,"Beckett, Robbie","Beckett, Robbie",Beckett,Beckett,Robert,"Beckett, Robbie",Beckett,,Joseph,,,,Robbie,110775,1,P,mlb,pitching,1996-09-12T00:00:00,1996-01-01T00:00:00,Active,A,1996-01-01T00:00:00,COL,col,115,Colorado Rockies,L,,235
38,Y,42,L,St. Mary's,USA,1977-04-19T00:00:00,PA,Duquesne,,,,,2016-06-06T00:00:00,kc,M,6,3,"St. Mary's, PA",,Joe Beimel,Joe Beimel,"Beimel, Joe","Beimel, Joe",Beimel,Beimel,Joseph,"Beimel, Joe",Beimel,,Ronald,,,,Joe,346847,1,P,mlb,pitching,2001-04-08T00:00:00,2016-06-06T00:00:00,Signed,MIN,2016-06-06T00:00:00,KC,kca,118,Kansas City Royals,L,,205
39,N,53,R,Huntingdon,USA,1966-08-06T00:00:00,PA,Allegany CC (MD),,,,,2000-09-12T00:00:00,atl,M,6,3,"State College, PA",36,Stan Belinda,Stan Belinda,"Belinda, Stan","Belinda, Stan",Belinda,Belinda,Stanley,"Belinda, Stan",Belinda,,Peter,,,,Stan,110811,1,P,mlb,pitching,1989-09-08T00:00:00,2000-07-29T00:00:00,Released,RL,2000-07-29T00:00:00,ATL,atl,144,Atlanta Braves,R,,185
40,Y,39,R,Austin,USA,1980-06-06T00:00:00,TX,,,,,,2018-10-29T00:00:00,min,M,6,3,"McCallum, Austin, TX",38,Matt Belisle,Matt Belisle,"Belisle, Matt","Belisle, Matt",Belisle,Belisle,Matthew,"Belisle, Matt",Belisle,,Thomas,,,,Matt,279571,1,P,mlb,pitching,2003-09-07T00:00:00,2018-06-12T00:00:00,Free agent,FA,2018-10-29T00:00:00,MIN,min,142,Minnesota Twins,R,,230
41,N,43,L,Des Monies,USA,1975-10-23T00:00:00,IA,Washington State,,,,,2002-03-12T00:00:00,col,M,6,3,,46,Todd Belitz,Todd Belitz,"Belitz, Todd","Belitz, Todd",Belitz,Belitz,Todd,"Belitz, Todd",Belitz,,S.,,,,Todd,277411,1,P,mlb,pitching,2000-09-04T00:00:00,2001-07-25T00:00:00,Reassigned,RM,2001-07-25T00:00:00,COL,col,115,Colorado Rockies,L,,200
42,N,45,S,Boston,USA,1974-08-23T00:00:00,MA,Auburn,,,,,2009-04-04T00:00:00,col,M,6,1,"Oviedo, FL",,Mark Bellhorn,Mark Bellhorn,"Bellhorn, Mark","Bellhorn, Mark",Bellhorn,Bellhorn,Mark,"Bellhorn, Mark",Bellhorn,,Christian,,,,Mark,110840,4,2B,mlb,hitting,1997-06-10T00:00:00,2009-03-22T00:00:00,Signed,MIN,2009-03-22T00:00:00,COL,col,115,Colorado Rockies,R,,205
43,N,44,R,Bronx,USA,1975-04-07T00:00:00,NY,,,,,,2011-04-01T00:00:00,phi,M,5,9,"Miami Central, West Little River, FL",,Ronnie Belliard,Ronnie Belliard,"Belliard, Ronnie","Belliard, Ronnie",Belliard,Belliard,Ronald,"Belliard, Ronnie",Belliard,,,,,,Ronnie,150071,4,2B,mlb,hitting,1998-09-12T00:00:00,2011-04-01T00:00:00,Signed,MIN,2011-04-01T00:00:00,PHI,phi,143,Philadelphia Phillies,R,,210
44,N,37,R,Bolivar,Venezuela,1982-02-21T00:00:00,,,,,,,2010-04-04T00:00:00,kc,M,5,10,"Santo Angel, VZ",63,Edwin Bellorin,Edwin Bellorin,"Bellorin, Edwin","Bellorin, Edwin",Bellorin,Bellorin,Edwin,"Bellorin, Edwin",Bellorin,Morales,Daniel,,,,Edwin,431143,2,C,mlb,hitting,2007-08-07T00:00:00,2009-11-14T00:00:00,NRI,NRI,2009-11-14T00:00:00,KC,kca,118,Kansas City Royals,R,,240
45,N,49,L,Tijuana,Mexico,1969-11-13T00:00:00,Baja California,Wyoming,,,,,2004-10-15T00:00:00,was,M,5,11,"Point Loma, CA",50,Rigo Beltran,Rigo Beltran,"Beltran, Rigo","Beltran, Rigo",Beltran,Beltran,Rigoberto,"Beltran, Rigo",Beltran,,,,,,Rigo,110844,1,P,mlb,pitching,1997-06-02T00:00:00,2004-04-02T00:00:00,Free agent,FA,2004-04-02T00:00:00,WSH,was,120,Washington Nationals,L,,215
46,N,53,R,Laredo,USA,1966-04-07T00:00:00,TX,Texas Christian,,,,,1994-12-31T00:00:00,was,M,6,2,"Joseph W. Nixon, Laredo, TX",,Freddie Benavides,Freddie Benavides,"Benavides, Freddie","Benavides, Freddie",Benavides,Benavides,Alfredo,"Benavides, Freddie",Benavides,,,Fred Red,,,Freddie,110848,6,SS,mlb,hitting,1991-05-14T00:00:00,1994-01-01T00:00:00,Active,A,1994-01-01T00:00:00,WSH,was,120,Washington Nationals,R,,180
47,N,47,R,Waukegan,USA,1972-04-17T00:00:00,IL,,,,,,2008-11-04T00:00:00,la,M,6,0,"Waukegan East, Waukegan, IL",26,Gary Bennett,Gary Bennett,"Bennett, Gary","Bennett, Gary",Bennett,Bennett,Gary,"Bennett, Gary",Bennett,,David,,,,Gary,110870,2,C,mlb,hitting,1995-09-24T00:00:00,2008-06-25T00:00:00,Free agent,FA,2008-06-25T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,210
48,Y,31,R,Glendale,USA,1988-05-04T00:00:00,CA,UC Irvine,,,,,2019-04-19T00:00:00,sea,M,6,1,"St. Francis, La Canada, CA",,Christian Bergman,Christian Bergman,"Bergman, Christian","Bergman, Christian",Bergman,Bergman,Christian,"Bergman, Christian",Bergman,,Stanford,,,,Christian,548357,1,P,mlb,pitching,2014-06-09T00:00:00,2019-04-19T00:00:00,Signed,MIN,2019-04-19T00:00:00,SEA,sea,136,Seattle Mariners,R,,195
49,N,42,R,Los Gatos,USA,1976-11-28T00:00:00,CA,Armstrong Atlantic State,,,,,2008-03-30T00:00:00,pit,M,6,4,"John F. Kennedy, Sacramento, CA",62,Adam Bernero,Adam Bernero,"Bernero, Adam","Bernero, Adam",Bernero,Bernero,Adam,"Bernero, Adam",Bernero,,Gino,,,,Adam,333293,1,P,mlb,pitching,2000-08-01T00:00:00,2008-01-07T00:00:00,NRI,NRI,2008-01-07T00:00:00,PIT,pit,134,Pittsburgh Pirates,R,,220
50,Y,39,R,Santa Maria,USA,1980-06-24T00:00:00,CA,Oral Roberts,,,,,2017-04-01T00:00:00,tex,M,6,1,"St. Joseph, Santa Maria, CA",63,Doug Bernier,Doug Bernier,"Bernier, Doug","Bernier, Doug",Bernier,Bernier,Douglas,"Bernier, Doug",Bernier,,Howell,,,,Doug,448674,6,SS,mlb,hitting,2008-06-17T00:00:00,2016-11-11T00:00:00,NRI,NRI,2016-11-11T00:00:00,TEX,tex,140,Texas Rangers,R,@dougbernier,185
51,N,44,R,Cumana,Venezuela,1975-04-29T00:00:00,,,,,,,2015-08-27T00:00:00,col,M,6,2,,63,Rafael Betancourt,Rafael Betancourt,"Betancourt, Rafael","Betancourt, Rafael",Betancourt,"Betancourt, R",Rafael,"Betancourt, Rafael",Betancourt,,Jose,,,,Rafael,429783,1,P,mlb,pitching,2003-07-13T00:00:00,2015-04-01T00:00:00,Released,RL,2015-08-27T00:00:00,COL,col,115,Colorado Rockies,R,,215
52,Y,30,R,Lubbock,USA,1989-04-26T00:00:00,TX,Texas Tech,,,,,,col,M,6,0,"Monterey, Lubbock, TX",35,Chad Bettis,Chad Bettis,"Bettis, Chad","Bettis, Chad",Bettis,Bettis,Chad,"Bettis, Chad",Bettis,,Robert,Lettuce,,,Chad,518452,1,P,mlb,pitching,2013-08-01T00:00:00,2013-08-01T00:00:00,10-day IL,D10,2019-08-14T00:00:00,COL,col,115,Colorado Rockies,R,@cbettis35,201
53,N,55,R,West Palm Beach,USA,1963-11-18T00:00:00,FL,Palm Beach State CC,,,,,2002-03-22T00:00:00,la,M,6,2,"Jupiter, FL",,Dante Bichette,Dante Bichette,"Bichette, Dante","Bichette, Dante",Bichette,Bichette,Alphonse,"Bichette, Dante",Bichette,,Dante,,,,Dante,110974,9,RF,mlb,hitting,1988-09-05T00:00:00,2002-01-30T00:00:00,Released,RL,2002-01-30T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,235
54,N,41,L,Hobart,USA,1977-11-04T00:00:00,IN,Ball State,,,,,2007-04-01T00:00:00,la,M,6,4,Muncie (IN) HS,57,Larry Bigbie,Larry Bigbie,"Bigbie, Larry","Bigbie, Larry",Bigbie,Bigbie,Larry,"Bigbie, Larry",Bigbie,,Robert,,,,Larry,406933,7,LF,mlb,hitting,2001-06-23T00:00:00,2007-02-02T00:00:00,NRI,NRI,2007-02-02T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,210
55,Y,33,R,San Diego,USA,1985-11-18T00:00:00,CA,San Diego State,,,,,2015-03-25T00:00:00,was,M,6,0,"Samuel F. B. Morse, San Diego, CA",56,Bruce Billings,Bruce Billings,"Billings, Bruce","Billings, Bruce",Billings,Billings,Bruce,"Billings, Bruce",Billings,,,,,,Bruce,501852,1,P,mlb,pitching,2011-05-27T00:00:00,2014-11-19T00:00:00,NRI,NRI,2014-11-19T00:00:00,WSH,was,120,Washington Nationals,R,,205
