,active_sw,age,bats,birth_city,birth_country,birth_date,birth_state,college,death_city,death_country,death_date,death_state,end_date,file_code,gender,height_feet,height_inches,high_school,jersey_number,name_display_first_last,name_display_first_last_html,name_display_last_first,name_display_last_first_html,name_display_roster,name_display_roster_html,name_first,name_full,name_last,name_matrilineal,name_middle,name_nick,name_prefix,name_title,name_use,player_id,primary_position,primary_position_txt,primary_sport_code,primary_stat_type,pro_debut_date,start_date,status,status_code,status_date,team_abbrev,team_code,team_id,team_name,throws,twitter_id,weight
143,Y,33,R,Sarasota,USA,1985-09-20T00:00:00,FL,,,,,,,col,M,6,3,"Sarasota, FL",20,Ian Desmond,Ian Desmond,"Desmond, Ian","Desmond, Ian",Desmond,Desmond,Ian,"Desmond, Ian",Desmond,,M.,Desi,,,Ian,435622,8,CF,mlb,hitting,2009-09-10T00:00:00,2016-12-13T00:00:00,Active,A,2017-08-28T00:00:00,COL,col,115,Colorado Rockies,R,,220
144,N,48,R,Hermosillo,Mexico,1971-01-13T00:00:00,Sonora,,,,,,2010-11-07T00:00:00,nym,M,5,11,"Carrera Technical, Hermosillo, MEX",64,Elmer Dessens,Elmer Dessens,"Dessens, Elmer","Dessens, Elmer",Dessens,Dessens,Elmer,"Dessens, Elmer",Dessens,Jusaino,,,,,Elmer,113296,1,P,mlb,pitching,1996-06-24T00:00:00,2010-05-21T00:00:00,Free agent,FA,2010-11-07T00:00:00,NYM,nyn,121,New York Mets,R,,200
145,Y,28,R,Puerto La Cruz,Venezuela,1991-05-27T00:00:00,,,,,,,,col,M,6,0,,37,Jairo Diaz,Jairo Díaz,"Diaz, Jairo","Díaz, Jairo","Diaz, Ja","Díaz, Ja",Jairo,"Diaz, Jairo",Diaz,Hernandez,Jose,El Panda,,,Jairo,545064,1,P,mlb,pitching,2014-09-08T00:00:00,2019-05-22T00:00:00,Active,A,2019-05-22T00:00:00,COL,col,115,Colorado Rockies,R,,200
146,Y,30,L,McComb,USA,1989-05-22T00:00:00,MS,"Meridian CC, MS",,,,,,phi,M,6,1,"Brookhaven Academy, Brookhaven, MS",31,Corey Dickerson,Corey Dickerson,"Dickerson, Corey","Dickerson, Corey","Dickerson, C","Dickerson, C",McKenzie,"Dickerson, Corey",Dickerson,,Corey,CD,,,Corey,572816,7,LF,mlb,hitting,2013-06-22T00:00:00,2019-07-31T00:00:00,Active,A,2019-08-02T00:00:00,PHI,phi,143,Philadelphia Phillies,R,,210
147,Y,25,L,Cincinnati,USA,1994-07-16T00:00:00,OH,Louisiana Tech,,,,,,col,M,6,2,,64,Phillip Diehl,Phillip Diehl,"Diehl, Phillip","Diehl, Phillip",Diehl,Diehl,Phillip,"Diehl, Phillip",Diehl,,Stewart,,,,Phillip,670426,1,P,min,pitching,2019-06-11T00:00:00,2019-06-10T00:00:00,Reassigned,RM,2019-06-13T00:00:00,COL,col,115,Colorado Rockies,L,,180
148,N,45,R,Wichita,USA,1974-03-12T00:00:00,KS,Hutchinson CC,,,,,2007-04-01T00:00:00,det,M,6,4,"North, Wichita, KS",57,Craig Dingman,Craig Dingman,"Dingman, Craig","Dingman, Craig",Dingman,Dingman,Craig,"Dingman, Craig",Dingman,,Allen,,,,Craig,276374,1,P,mlb,pitching,2000-06-30T00:00:00,2006-11-17T00:00:00,NRI,NRI,2006-11-17T00:00:00,DET,det,116,Detroit Tigers,R,,230
149,N,51,R,Jersey City,USA,1968-05-24T00:00:00,NJ,Virginia Commonwealth,,,,,2001-11-14T00:00:00,col,M,6,2,"Toms River, NJ",45,Jerry Dipoto,Jerry Dipoto,"Dipoto, Jerry","Dipoto, Jerry",Dipoto,Dipoto,Gerard,"Dipoto, Jerry",Dipoto,,Peter,,,,Jerry,113386,1,P,mlb,pitching,1993-05-11T00:00:00,1996-11-27T00:00:00,Released,RL,1996-11-27T00:00:00,COL,col,115,Colorado Rockies,R,,205
150,N,41,R,New Orleans,USA,1978-02-13T00:00:00,LA,Louisiana - Lafayette,,,,,2011-03-31T00:00:00,sd,M,6,1,"Saint Thomas More, Lafayette, LA",95,Scott Dohmann,Scott Dohmann,"Dohmann, Scott","Dohmann, Scott",Dohmann,Dohmann,Christopher,"Dohmann, Scott",Dohmann,,Scott,,,,Scott,430617,1,P,mlb,pitching,2004-05-15T00:00:00,2011-03-26T00:00:00,Signed,MIN,2011-03-26T00:00:00,SD,sdn,135,San Diego Padres,R,,200
151,N,45,R,Santo Domingo,Dominican Republic,1973-11-25T00:00:00,,,,,,,2013-11-04T00:00:00,det,M,6,0,"Liceo Eansino Afuera, Santo Domingo, DOM",20,Octavio Dotel,Octavio Dotel,"Dotel, Octavio","Dotel, Octavio",Dotel,Dotel,Octavio,"Dotel, Octavio",Dotel,Diaz,Eduardo,,,,Octavio,136734,1,P,mlb,pitching,1999-06-26T00:00:00,2011-12-09T00:00:00,Active,A,2013-10-31T00:00:00,DET,det,116,Detroit Tigers,R,,230
152,N,48,R,Omaha,USA,1971-08-01T00:00:00,NE,Texas Tech,,,,,2007-08-30T00:00:00,hou,M,6,0,Austin Anderson (TX) HS,38,Travis Driskill,Travis Driskill,"Driskill, Travis","Driskill, Travis",Driskill,Driskill,Travis,"Driskill, Travis",Driskill,,Corey,,,,Travis,150344,1,P,mlb,pitching,2002-04-26T00:00:00,2007-08-22T00:00:00,Signed,MIN,2007-08-22T00:00:00,HOU,hou,117,Houston Astros,R,,215
153,Y,34,L,Farmington,USA,1985-05-23T00:00:00,NM,CC of Southern Nevada,,,,,2019-06-21T00:00:00,col,M,6,0,"Cimarron Memorial, Las Vegas, NV",38,Mike Dunn,Mike Dunn,"Dunn, Mike","Dunn, Mike",Dunn,Dunn,Michael,"Dunn, Mike",Dunn,,Glen,Dunner,,,Mike,445197,1,P,mlb,pitching,2009-09-04T00:00:00,2016-12-15T00:00:00,Released,RL,2019-06-21T00:00:00,COL,col,115,Colorado Rockies,L,,212
154,N,41,R,Seattle,USA,1977-11-23T00:00:00,WA,,,,,,2009-09-13T00:00:00,col,M,6,2,"Snohomish, WA",49,Adam Eaton,Adam Eaton,"Eaton, Adam","Eaton, Adam",Eaton,Eaton,Adam,"Eaton, Adam",Eaton,,Thomas,,,,Adam,284566,1,P,mlb,pitching,2000-05-30T00:00:00,2009-08-12T00:00:00,Signed,MIN,2009-09-08T00:00:00,COL,col,115,Colorado Rockies,R,,215
155,N,48,R,Bridgeport,USA,1971-05-25T00:00:00,CT,Rutgers,,,,,2002-12-15T00:00:00,chc,M,6,4,"Bassick, Bridgeport, CT",12,Angel Echevarria,Angel Echevarria,"Echevarria, Angel","Echevarria, Angel",Echevarria,Echevarria,Angel,"Echevarria, Angel",Echevarria,,Santos,,,,Angel,113724,9,RF,mlb,hitting,1996-07-15T00:00:00,2002-06-24T00:00:00,Released,RL,2002-06-24T00:00:00,CHC,chn,112,Chicago Cubs,R,,235
156,Y,35,R,Portland,USA,1983-08-30T00:00:00,OR,Point Loma Nazarene,,,,,2013-06-16T00:00:00,ana,M,6,0,"Sam Barlow, Gresham, OR",,Mike Ekstrom,Mike Ekstrom,"Ekstrom, Mike","Ekstrom, Mike",Ekstrom,Ekstrom,Michael,"Ekstrom, Mike",Ekstrom,,Robert,,,,Mike,455091,1,P,mlb,pitching,2008-09-10T00:00:00,2013-06-16T00:00:00,Signed,MIN,2013-06-16T00:00:00,LAA,ana,108,Los Angeles Angels,R,@checkwitEK,190
157,Y,43,R,Lamar,USA,1976-02-23T00:00:00,CO,,,,,,2012-12-11T00:00:00,min,M,6,7,"Lamar, CO",,Scott Elarton,Scott Elarton,"Elarton, Scott","Elarton, Scott",Elarton,Elarton,Vincent,"Elarton, Scott",Elarton,,Scott,,,,Scott,134003,1,P,mlb,pitching,1998-06-20T00:00:00,2012-12-11T00:00:00,Signed,MIN,2012-12-11T00:00:00,MIN,min,142,Minnesota Twins,R,,240
158,N,39,R,Fort Lauderdale,USA,1980-07-12T00:00:00,FL,Florida International,,,,,2012-05-04T00:00:00,det,M,6,6,"Coconut Creek, FL",34,Brad Eldred,Brad Eldred,"Eldred, Brad","Eldred, Brad",Eldred,Eldred,Bradley,"Eldred, Brad",Eldred,,Ross,,,,Brad,434660,3,1B,mlb,hitting,2005-07-22T00:00:00,2012-04-27T00:00:00,Des. for Assignment,DES,2012-05-04T00:00:00,DET,det,116,Detroit Tigers,R,,270
159,N,42,R,Rapid City,USA,1977-06-06T00:00:00,SD,Florida,,,,,2014-10-30T00:00:00,stl,M,5,10,"Stevens, Rapid City, SD",3,Mark Ellis,Mark Ellis,"Ellis, Mark","Ellis, Mark","Ellis, M","Ellis, M",Mark,"Ellis, Mark",Ellis,,William,,,,Mark,407885,4,2B,mlb,hitting,2002-04-09T00:00:00,2013-12-16T00:00:00,Free agent,FA,2014-10-30T00:00:00,STL,sln,138,St. Louis Cardinals,R,,190
160,N,49,L,The Dalles,USA,1970-01-23T00:00:00,OR,,,,,,2010-05-10T00:00:00,cws,M,6,2,"Prairie, Vancouver, WA",,Alan Embree,Alan Embree,"Embree, Alan","Embree, Alan",Embree,Embree,Alan,"Embree, Alan",Embree,,Duane,,,,Alan,113833,1,P,mlb,pitching,1992-09-15T00:00:00,2010-05-10T00:00:00,Signed,MIN,2010-05-10T00:00:00,CWS,cha,145,Chicago White Sox,L,,200
161,N,43,R,Bani,Dominican Republic,1975-09-24T00:00:00,,,Tamsui,Taiwan,2005-10-03T00:00:00,,2002-10-15T00:00:00,chc,M,6,2,,15,Mario Encarnacion,Mario Encarnacion,"Encarnacion, Mario","Encarnacion, Mario",Encarnacion,Encarnacion,Mario,"Encarnacion, Mario",Encarnacion,,Gonzalez,,,,Mario,276512,7,LF,mlb,hitting,2001-08-26T00:00:00,2002-04-04T00:00:00,Free agent,FA,2002-04-04T00:00:00,CHC,chn,112,Chicago Cubs,R,,210
162,Y,32,R,La Guaira,Venezuela,1986-10-06T00:00:00,,,,,,,2015-04-03T00:00:00,sf,M,6,4,,99,Edgmer Escalona,Edgmer Escalona,"Escalona, Edgmer","Escalona, Edgmer","Escalona, E","Escalona, E",Edgmer,"Escalona, Edgmer",Escalona,,Eduarado,,,,Edgmer,467850,1,P,mlb,pitching,2010-09-10T00:00:00,2015-03-26T00:00:00,Released,RL,2015-04-03T00:00:00,SF,sfn,137,San Francisco Giants,R,,235
163,N,37,R,Los Angeles,USA,1981-09-27T00:00:00,CA,Arizona State,,,,,2006-04-05T00:00:00,col,M,6,0,"Cimarron Memorial, Las Vegas, NV",35,Mike Esposito,Mike Esposito,"Esposito, Mike","Esposito, Mike",Esposito,Esposito,Michael,"Esposito, Mike",Esposito,,Anthony,,,,Mike,435438,1,P,mlb,pitching,2005-09-21T00:00:00,2005-09-21T00:00:00,Signed,MIN,2006-04-05T00:00:00,COL,col,115,Colorado Rockies,R,,190
164,N,45,R,Hialeah,USA,1974-08-23T00:00:00,FL,Miami Dade CC,,,,,2006-04-03T00:00:00,nym,M,6,1,"Cooper City, FL",74,Bobby Estalella,Bobby Estalella,"Estalella, Bobby","Estalella, Bobby",Estalella,Estalella,Robert,"Estalella, Bobby",Estalella,,M.,,,,Bobby,113911,2,C,mlb,hitting,1996-09-17T00:00:00,2006-01-24T00:00:00,NRI,NRI,2006-01-24T00:00:00,NYM,nyn,121,New York Mets,R,,225
165,N,46,R,San Bernardino,USA,1973-02-18T00:00:00,CA,,,,,,2010-03-10T00:00:00,was,M,6,1,"Douglas, Minden, NV",56,Shawn Estes,Shawn Estes,"Estes, Shawn","Estes, Shawn",Estes,Estes,Aaron,"Estes, Shawn",Estes,,Shawn,,,,Shawn,113915,1,P,mlb,pitching,1995-09-16T00:00:00,2010-03-06T00:00:00,Released,RL,2010-03-10T00:00:00,WSH,was,120,Washington Nationals,L,,210
166,Y,26,R,Santo Domingo,Dominican Republic,1992-12-28T00:00:00,,,,,,,,col,M,6,6,,54,Carlos Estevez,Carlos Estévez,"Estevez, Carlos","Estévez, Carlos",Estevez,Estévez,Carlos,"Estevez, Carlos",Estevez,Martinez,Samuel,Este,,,Carlos,608032,1,P,mlb,pitching,2016-04-23T00:00:00,2015-11-20T00:00:00,Active,A,2019-08-10T00:00:00,COL,col,115,Colorado Rockies,R,@carlosestevez28,275
167,N,44,L,San Joaquin,Venezuela,1975-02-19T00:00:00,,,,,,,2005-02-01T00:00:00,bal,M,6,0,"Domingo Segado, VZ",--,Horacio Estrada,Horacio Estrada,"Estrada, Horacio","Estrada, Horacio",Estrada,Estrada,Horacio,"Estrada, Horacio",Estrada,,Jimenez,,,,Horacio,216194,1,P,mlb,pitching,1999-05-04T00:00:00,2005-02-01T00:00:00,Signed,MIN,2005-02-01T00:00:00,BAL,bal,110,Baltimore Orioles,L,,160
168,N,51,S,Gary,USA,1968-07-03T00:00:00,IN,Jackson State CC,,,,,1996-12-31T00:00:00,col,M,6,1,,,Mike Farmer,Mike Farmer,"Farmer, Mike","Farmer, Mike",Farmer,Farmer,Michael,"Farmer, Mike",Farmer,,Anthony,,,,Mike,114014,1,P,mlb,pitching,1996-05-04T00:00:00,1996-01-01T00:00:00,Active,A,1996-01-01T00:00:00,COL,col,115,Colorado Rockies,L,,193
169,N,48,R,Chicago,USA,1971-08-10T00:00:00,IL,Evansville,,,,,2009-04-05T00:00:00,col,M,6,2,"Hoffman Estates, IL",50,Sal Fasano,Sal Fasano,"Fasano, Sal","Fasano, Sal",Fasano,Fasano,Salvatore,"Fasano, Sal",Fasano,,Frank,,,,Sal,114031,2,C,mlb,hitting,1996-04-03T00:00:00,2009-02-10T00:00:00,NRI,NRI,2009-02-10T00:00:00,COL,col,115,Colorado Rockies,R,,225
170,N,56,L,Springfield,USA,1963-01-05T00:00:00,IL,Mississippi,,,,,2006-05-10T00:00:00,sf,M,6,1,"Griffin, Springfield, IL",14,Jeff Fassero,Jeff Fassero,"Fassero, Jeff","Fassero, Jeff",Fassero,Fassero,Jeffrey,"Fassero, Jeff",Fassero,,Joseph,,,,Jeff,114032,1,P,mlb,pitching,1991-05-04T00:00:00,2005-04-06T00:00:00,Released,RL,2005-04-06T00:00:00,SF,sfn,137,San Francisco Giants,L,,215
171,N,43,R,Denver,USA,1975-12-11T00:00:00,CO,Fort Hays State,,,,,2009-04-05T00:00:00,mia,M,6,2,"Heritage, Littleton, CO",92,Nate Field,Nate Field,"Field, Nate","Field, Nate",Field,Field,Nathan,"Field, Nate",Field,,Patrick,,,,Nate,407757,1,P,mlb,pitching,2002-04-12T00:00:00,2009-03-29T00:00:00,Signed,MIN,2009-03-29T00:00:00,MIA,mia,146,Miami Marlins,R,,210
172,Y,32,R,Austin,USA,1987-02-22T00:00:00,TX,Texas State,,,,,2017-04-01T00:00:00,min,M,5,10,"Midway, Waco, TX",30,Tommy Field,Tommy Field,"Field, Tommy","Field, Tommy",Field,Field,Thomas,"Field, Tommy",Field,,Samuel,,,,Tommy,474494,4,2B,mlb,hitting,2011-09-11T00:00:00,2016-12-15T00:00:00,NRI,NRI,2016-12-15T00:00:00,MIN,min,142,Minnesota Twins,R,,185
173,N,54,L,Union City,USA,1965-03-12T00:00:00,TN,Southern Illinois,,,,,2007-06-15T00:00:00,col,M,6,2,"Paducah Tilghman, Paducah, KY",12,Steve Finley,Steve Finley,"Finley, Steve","Finley, Steve",Finley,Finley,Steven,"Finley, Steve",Finley,,Allen,,,,Steve,114135,8,CF,mlb,hitting,1989-04-03T00:00:00,2007-03-30T00:00:00,Released,RL,2007-03-30T00:00:00,COL,col,115,Colorado Rockies,L,,195
174,Y,33,L,El Seibo,Dominican Republic,1986-01-27T00:00:00,,,,,,,2016-07-05T00:00:00,col,M,6,2,,58,Yohan Flande,Yohan Flande,"Flande, Yohan","Flande, Yohan",Flande,Flande,Yohan,"Flande, Yohan",Flande,Concepcion,Carlos,,,,Yohan,456071,1,P,mlb,pitching,2014-06-25T00:00:00,2016-06-25T00:00:00,Signed,MIN,2016-07-05T00:00:00,COL,col,115,Colorado Rockies,L,,180
175,N,44,L,Bellflower,USA,1975-07-31T00:00:00,CA,Southern California,,,,,2011-05-17T00:00:00,nyy,M,6,0,"El Rancho, Pico Rivera, CA",,Randy Flores,Randy Flores,"Flores, Randy","Flores, Randy","Flores, R","Flores, R",Randy,"Flores, Randy",Flores,,Alan,,,,Randy,420864,1,P,mlb,pitching,2002-04-23T00:00:00,2011-05-17T00:00:00,Signed,MIN,2011-05-17T00:00:00,NYY,nya,147,New York Yankees,L,,190
176,N,42,R,Lynn,USA,1976-12-13T00:00:00,MA,Florida,,,,,2010-05-01T00:00:00,phi,M,6,0,"Cardinal Gibbons, Fort Lauderdale, FL",,Josh Fogg,Josh Fogg,"Fogg, Josh","Fogg, Josh",Fogg,Fogg,Joshua,"Fogg, Josh",Fogg,,Smith,,,,Josh,150319,1,P,mlb,pitching,2001-09-02T00:00:00,2010-05-01T00:00:00,Signed,MIN,2010-05-01T00:00:00,PHI,phi,143,Philadelphia Phillies,R,,205
177,Y,33,S,Atlanta,USA,1986-03-22T00:00:00,GA,,,,,,,stl,M,6,5,"Milton, Alpharetta, GA",25,Dexter Fowler,Dexter Fowler,"Fowler, Dexter","Fowler, Dexter",Fowler,Fowler,William,"Fowler, Dexter",Fowler,,Dexter,Dex,,,Dexter,451594,9,RF,mlb,hitting,2008-09-02T00:00:00,2016-12-09T00:00:00,Active,A,2018-11-01T00:00:00,STL,sln,138,St. Louis Cardinals,R,@DexterFowler,195
178,N,38,L,Vancouver,Canada,1981-01-08T00:00:00,BC,British Columbia,,,,,2015-11-02T00:00:00,tor,M,6,5,"North Delta, Delta, BC",35,Jeff Francis,Jeff Francis,"Francis, Jeff","Francis, Jeff",Francis,Francis,Jeffrey,"Francis, Jeff",Francis,,William,Boomer,,,Jeff,433585,1,P,mlb,pitching,2004-08-25T00:00:00,2015-09-01T00:00:00,Free agent,FA,2015-11-02T00:00:00,TOR,tor,141,Toronto Blue Jays,L,,220
179,N,52,R,Manchester,USA,1967-08-19T00:00:00,NH,Texas,,,,,1993-12-31T00:00:00,col,M,6,3,"Judson, Converse, TX",,Scott Fredrickson,Scott Fredrickson,"Fredrickson, Scott","Fredrickson, Scott",Fredrickson,Fredrickson,Scott,"Fredrickson, Scott",Fredrickson,,Eric,,,,Scott,114396,1,P,mlb,pitching,1993-04-29T00:00:00,1993-01-01T00:00:00,Active,A,1993-01-01T00:00:00,COL,col,115,Colorado Rockies,R,,215
180,Y,26,L,Denver,USA,1993-05-14T00:00:00,CO,Evansville,,,,,,col,M,6,4,"Thomas Jefferson, Denver, CO",21,Kyle Freeland,Kyle Freeland,"Freeland, Kyle","Freeland, Kyle",Freeland,Freeland,Kyle,"Freeland, Kyle",Freeland,,Richard,F. Stanley,,,Kyle,607536,1,P,mlb,pitching,2017-04-07T00:00:00,2017-04-02T00:00:00,10-day IL,D10,2019-08-21T00:00:00,COL,col,115,Colorado Rockies,L,@KFREE_21,201
181,N,39,R,Pine Bluff,USA,1979-10-20T00:00:00,AR,,,,,,2007-04-01T00:00:00,la,M,6,2,Dallas Christian (TX) HS,13,Choo Freeman,Choo Freeman,"Freeman, Choo","Freeman, Choo",Freeman,Freeman,Raphael,"Freeman, Choo",Freeman,,Desepition,,,,Choo,425551,8,CF,mlb,hitting,2004-06-04T00:00:00,2007-02-14T00:00:00,NRI,NRI,2007-02-14T00:00:00,LAD,lan,119,Los Angeles Dodgers,R,,200
182,N,56,R,Chicago,USA,1963-04-10T00:00:00,IL,Jackson State CC,,,,,1996-10-30T00:00:00,cws,M,6,7,"Vocational, Chicago, IL",,Marvin Freeman,Marvin Freeman,"Freeman, Marvin","Freeman, Marvin",Freeman,Freeman,Marvin,"Freeman, Marvin",Freeman,,,Starvin' Marvin,,,Marvin,114410,1,P,mlb,pitching,1986-09-16T00:00:00,1996-08-31T00:00:00,Free agent,FA,1996-08-31T00:00:00,CWS,cha,145,Chicago White Sox,R,,222
183,Y,32,R,Evanston,USA,1987-07-08T00:00:00,IL,Eastern Kentucky,,,,,2017-10-30T00:00:00,sd,M,6,4,"Loyola Academy, Wilmette, IL",53,Christian Friedrich,Christian Friedrich,"Friedrich, Christian","Friedrich, Christian",Friedrich,Friedrich,Christian,"Friedrich, Christian",Friedrich,,Louis Patrick,Bird,,,Christian,543184,1,P,mlb,pitching,2012-05-09T00:00:00,2016-05-13T00:00:00,Signed,MIN,2017-10-30T00:00:00,SD,sdn,135,San Diego Padres,L,@CFRIED12,222
184,N,52,R,Oakland,USA,1966-08-31T00:00:00,CA,Southeastern Oklahoma State,,,,,2001-11-05T00:00:00,tor,M,5,9,"Panama, OK",3,Jeff Frye,Jeff Frye,"Frye, Jeff","Frye, Jeff",Frye,Frye,Jeffrey,"Frye, Jeff",Frye,,Dustin,,,,Jeff,114464,4,2B,mlb,hitting,1992-07-09T00:00:00,2000-12-11T00:00:00,Free agent,FA,2000-12-11T00:00:00,TOR,tor,141,Toronto Blue Jays,R,,160
185,N,44,L,Merced,USA,1975-08-09T00:00:00,CA,Merced College,,,,,2012-11-03T00:00:00,stl,M,6,4,"Merced, CA",40,Brian Fuentes,Brian Fuentes,"Fuentes, Brian","Fuentes, Brian",Fuentes,Fuentes,Brian,"Fuentes, Brian",Fuentes,,Christopher,T-Rex,,,Brian,150118,1,P,mlb,pitching,2001-06-02T00:00:00,2012-07-25T00:00:00,Free agent,FA,2012-11-03T00:00:00,STL,sln,138,St. Louis Cardinals,L,,230
186,Y,26,R,Rancho Santo Margarita,USA,1993-02-19T00:00:00,CA,Missouri Baptist,,,,,,col,M,6,2,,8,Josh Fuentes,Josh Fuentes,"Fuentes, Josh","Fuentes, Josh",Fuentes,Fuentes,Josh,"Fuentes, Josh",Fuentes,,,,,,Josh,658069,3,1B,min,hitting,2019-04-06T00:00:00,2018-11-20T00:00:00,Reassigned,RM,2019-04-18T00:00:00,COL,col,115,Colorado Rockies,R,,209
187,N,52,L,Panama City,USA,1966-10-08T00:00:00,FL,South Alabama,,,,,1993-12-31T00:00:00,col,M,6,0,"Rutherford, Panama City, FL",,Jay Gainer,Jay Gainer,"Gainer, Jay","Gainer, Jay",Gainer,Gainer,Johnathan,"Gainer, Jay",Gainer,,Keith,,,,Jay,114519,3,1B,mlb,hitting,1993-05-14T00:00:00,1993-01-01T00:00:00,Active,A,1993-01-01T00:00:00,COL,col,115,Colorado Rockies,L,,190
188,N,58,R,Caracas,Venezuela,1961-06-18T00:00:00,,,,,,,2004-11-01T00:00:00,ana,M,6,3,"Enrique Felmi, Caracas, VEN",43,Andres Galarraga,Andres Galarraga,"Galarraga, Andres","Galarraga, Andres",Galarraga,Galarraga,Andres,"Galarraga, Andres",Galarraga,,Jose,Big Cat,,,Andres,114526,3,1B,mlb,hitting,1985-08-23T00:00:00,2004-09-01T00:00:00,Free agent,FA,2004-09-01T00:00:00,LAA,ana,108,Los Angeles Angels,R,,265
189,N,54,R,Victoria,USA,1965-03-02T00:00:00,TX,,,,,,2003-05-29T00:00:00,oak,M,6,0,"Victoria, TX",5,Ron Gant,Ron Gant,"Gant, Ron","Gant, Ron",Gant,Gant,Ronald,"Gant, Ron",Gant,,Edwin,,,,Ron,114567,7,LF,mlb,hitting,1987-09-06T00:00:00,2003-04-04T00:00:00,Released,RL,2003-04-04T00:00:00,OAK,oak,133,Oakland Athletics,R,,195
190,N,42,S,Manrreza,Dominican Republic,1976-12-02T00:00:00,,,,,,,2007-04-01T00:00:00,pit,M,5,8,Santa Teresita (DR) HS,64,Eddy Garabito,Eddy Garabito,"Garabito, Eddy","Garabito, Eddy",Garabito,Garabito,Eddy,"Garabito, Eddy",Garabito,,Jorge,,,,Eddy,408199,4,2B,mlb,hitting,2005-05-27T00:00:00,2006-12-14T00:00:00,NRI,NRI,2006-12-14T00:00:00,PIT,pit,134,Pittsburgh Pirates,R,,200
191,N,39,R,Valencia,USA,1979-09-27T00:00:00,CA,,,,,,2013-06-10T00:00:00,col,M,6,6,"John F. Kennedy, Granada Hills, CA",27,Jon Garland,Jon Garland,"Garland, Jon","Garland, Jon",Garland,Garland,Jon,"Garland, Jon",Garland,,Steven,,,,Jon,279782,1,P,mlb,pitching,2000-07-04T00:00:00,2013-03-24T00:00:00,Released,RL,2013-06-10T00:00:00,COL,col,115,Colorado Rockies,R,,210
192,Y,32,R,San Pedro,USA,1987-08-13T00:00:00,CA,Cal State Fullerton,,,,,2019-08-19T00:00:00,oak,M,6,2,"San Pedro, CA",3,Dustin Garneau,Dustin Garneau,"Garneau, Dustin","Garneau, Dustin",Garneau,Garneau,Dustin,"Garneau, Dustin",Garneau,,Thomas,Drago,,,Dustin,572863,2,C,mlb,hitting,2015-08-20T00:00:00,2019-08-03T00:00:00,Signed,MIN,2019-08-19T00:00:00,OAK,oak,133,Oakland Athletics,R,,205
193,Y,34,R,Long Beach,USA,1984-12-15T00:00:00,CA,,,,,,2015-05-26T00:00:00,tor,M,6,2,"La Quinta, Westminster, CA",,Cole Garner,Cole Garner,"Garner, Cole","Garner, Cole",Garner,Garner,Robert,"Garner, Cole",Garner,,Cole,,,,Cole,451198,7,LF,mlb,hitting,2011-07-04T00:00:00,2015-05-26T00:00:00,Signed,MIN,2015-05-26T00:00:00,TOR,tor,141,Toronto Blue Jays,R,,215
194,Y,31,R,Guaymate,Dominican Republic,1987-09-23T00:00:00,,,,,,,2018-03-28T00:00:00,cws,M,6,1,,98,Gonzalez Germen,Gonzalez Germen,"Germen, Gonzalez","Germen, Gonzalez",Germen,Germen,Gonzalez,"Germen, Gonzalez",Germen,Figao,German,,,,Gonzalez,542674,1,P,mlb,pitching,2013-07-12T00:00:00,2018-02-25T00:00:00,Signed,MIN,2018-02-25T00:00:00,CWS,cha,145,Chicago White Sox,R,,200
195,N,48,L,West Covina,USA,1971-01-08T00:00:00,CA,Long Beach State,,,,,2014-10-30T00:00:00,cle,M,6,3,"South Hills, West Covina, CA",72,Jason Giambi,Jason Giambi,"Giambi, Jason","Giambi, Jason",Giambi,Giambi,Jason,"Giambi, Jason",Giambi,,Gilbert,,,,Jason,114739,3,1B,mlb,hitting,1995-05-08T00:00:00,2013-10-31T00:00:00,Free agent,FA,2014-10-30T00:00:00,CLE,cle,114,Cleveland Indians,R,,240
196,N,44,R,Winter Haven,USA,1975-02-05T00:00:00,FL,,,,,,2004-02-07T00:00:00,ana,M,6,2,"Haines City, FL",--,Derrick Gibson,Derrick Gibson,"Gibson, Derrick","Gibson, Derrick",Gibson,Gibson,Derrick,"Gibson, Derrick",Gibson,,Lamont,,,,Derrick,136763,9,RF,mlb,hitting,1998-09-08T00:00:00,2004-02-07T00:00:00,Signed,MIN,2004-02-07T00:00:00,LAA,ana,108,Los Angeles Angels,R,,245
197,Y,44,R,Oaxaca,Mexico,1975-08-07T00:00:00,Oaxaca,,,,,,2007-08-31T00:00:00,col,M,6,3,,16,Geronimo Gil,Geronimo Gil,"Gil, Geronimo","Gil, Geronimo","Gil, G","Gil, G",Geronimo,"Gil, Geronimo",Gil,,,,,,Geronimo,282594,2,C,mlb,hitting,2001-09-08T00:00:00,2007-08-09T00:00:00,Released,RL,2007-08-09T00:00:00,COL,col,115,Colorado Rockies,R,,240
198,N,54,R,Peoria,USA,1964-10-14T00:00:00,IL,Northwestern,,,,,2003-10-26T00:00:00,stl,M,5,11,"Academy of Our Lady/Spalding Institute, Peoria, IL",8,Joe Girardi,Joe Girardi,"Girardi, Joe","Girardi, Joe",Girardi,Girardi,Joseph,"Girardi, Joe",Girardi,,Elliott,,,,Joe,114833,2,C,mlb,hitting,1989-04-04T00:00:00,2003-06-11T00:00:00,Free agent,FA,2003-06-11T00:00:00,STL,sln,138,St. Louis Cardinals,R,,200
